Timestamp_Hours,Asset_Tank0_RawProduct_Level_Tons,Asset_Tank1_CrudeIso_Level_Tons,Asset_Tank2_Monomer_Em_Level_Tons,Asset_Tank3_Monomer_Ert_Level_Tons,Asset_Tank4_Hydro_Buffer_Level_Tons,Asset_Tank5_Ert_Buffer_Level_Tons,Asset_Tank7_Em_Return_Level_Tons,Asset_Tank6_Purified_Level_Tons,Process_Reactor_Status,Process_Reactor_CumProduced_Tons,Process_Monomer_Dist_Status,Process_Monomer_Dist_CumProduced_Tons,Process_Hydrogenation_Status,Process_Hydrogenation_CumProduced_Tons,Process_Cold_Fractionation_Status,Process_Cold_Fractionation_CumProduced_Tons,Process_Final_Frac_Dist_Status,Process_Final_Frac_Dist_CumProduced_Tons,Logistics_Outbound_Link_ActiveTrucks,Logistics_Inbound_Return_Link_ActiveTrucks
516.0,4122.0,62.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,232.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
517.0,4121.5,62.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,232.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
518.0,4121.0,63.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,233.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
519.0,4120.5,63.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,233.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
520.0,4120.0,64.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,234.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
521.0,4119.5,64.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,234.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
522.0,4119.0,64.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,234.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
523.0,4118.5,65.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,235.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
524.0,4118.0,65.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,235.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
525.0,4117.5,66.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,236.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
526.0,4117.0,66.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,236.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
527.0,4116.5,67.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,237.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
528.0,4116.0,67.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,237.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
529.0,4115.5,68.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,238.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
530.0,4115.0,68.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,238.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
531.0,4114.5,68.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,238.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
532.0,4114.0,69.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,239.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
533.0,4113.5,69.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,239.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
534.0,4113.0,70.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,240.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
535.0,4112.5,70.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,240.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
536.0,4112.0,71.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,241.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
537.0,4111.5,71.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,241.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
538.0,4111.0,72.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,242.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
539.0,4110.5,72.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,242.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
540.0,4110.0,73.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,243.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
541.0,4109.5,73.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,243.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
542.0,4109.0,73.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,243.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
543.0,4108.5,74.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,244.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
544.0,4108.0,74.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,244.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
545.0,4107.5,75.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,245.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
546.0,4107.0,75.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,245.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
547.0,4106.5,76.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,246.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
548.0,4106.0,76.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,246.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
549.0,4105.5,77.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,247.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
550.0,4105.0,77.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,247.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
551.0,4104.5,77.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,247.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
552.0,4104.0,78.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,248.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
553.0,4103.5,78.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,248.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
554.0,4103.0,79.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,249.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
555.0,4102.5,79.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,249.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
556.0,4102.0,80.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,250.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
557.0,4101.5,80.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,250.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
558.0,4101.0,81.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,251.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
559.0,4100.5,81.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,251.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
560.0,4100.0,82.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,252.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
561.0,4099.5,82.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,252.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
562.0,4099.0,82.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,252.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
563.0,4098.5,83.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,253.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
564.0,4098.0,83.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,253.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
565.0,4097.5,84.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,254.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
566.0,4097.0,84.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,254.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
567.0,4096.5,85.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,255.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
568.0,4096.0,85.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,255.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
569.0,4095.5,86.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,256.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
570.0,4095.0,86.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,256.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
571.0,4094.5,86.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,256.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
572.0,4094.0,87.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,257.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
573.0,4093.5,87.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,257.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
574.0,4093.0,88.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,258.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
575.0,4092.5,88.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,258.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
576.0,4092.0,89.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,259.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
577.0,4091.5,89.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,259.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
578.0,4091.0,90.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,260.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
579.0,4090.5,90.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,260.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
580.0,4090.0,91.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,261.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
581.0,4089.5,91.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,261.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
582.0,4089.0,91.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,261.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
583.0,4088.5,92.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,262.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
584.0,4088.0,92.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,262.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
585.0,4087.5,93.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,263.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
586.0,4087.0,93.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,263.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
587.0,4086.5,94.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,264.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
588.0,4086.0,94.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,264.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
589.0,4085.5,95.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,265.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
590.0,4085.0,95.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,265.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
591.0,4084.5,95.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,265.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
592.0,4084.0,96.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,266.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
593.0,4083.5,96.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,266.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
594.0,4083.0,97.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,267.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
595.0,4082.5,97.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,267.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
596.0,4082.0,98.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,268.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
597.0,4081.5,98.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,268.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
598.0,4081.0,99.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,269.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
599.0,4080.5,99.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,269.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
600.0,4080.0,100.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,270.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
601.0,4079.5,100.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,270.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
602.0,4079.0,100.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,270.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
603.0,4078.5,101.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,271.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
604.0,4078.0,101.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,271.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
605.0,4077.5,102.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,272.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
606.0,4077.0,102.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,272.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
607.0,4076.5,103.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,273.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
608.0,4076.0,103.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,273.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
609.0,4075.5,104.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,274.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
610.0,4075.0,104.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,274.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
611.0,4074.5,104.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,274.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
612.0,4074.0,105.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,275.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
613.0,4073.5,105.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,275.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
614.0,4073.0,106.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,276.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
615.0,4072.5,106.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,276.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
616.0,4072.0,107.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,277.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
617.0,4071.5,107.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,277.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
618.0,4071.0,108.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,278.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
619.0,4070.5,108.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,278.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
620.0,4070.0,109.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,279.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
621.0,4069.5,109.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,279.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
622.0,4069.0,109.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,279.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
623.0,4068.5,110.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,280.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
624.0,4068.0,110.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,280.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
625.0,4067.5,111.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,281.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
626.0,4067.0,111.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,281.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
627.0,4066.5,112.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,282.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
628.0,4066.0,112.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,282.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
629.0,4065.5,113.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,283.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
630.0,4065.0,113.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,283.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
631.0,4064.5,113.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,283.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
632.0,4064.0,114.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,284.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
633.0,4063.5,114.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,284.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
634.0,4063.0,115.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,285.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
635.0,4062.5,115.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,285.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
636.0,4062.0,116.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,286.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
637.0,4061.5,116.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,286.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
638.0,4061.0,117.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,287.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
639.0,4060.5,117.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,287.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
640.0,4060.0,118.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,288.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
641.0,4059.5,118.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,288.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
642.0,4059.0,118.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,288.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
643.0,4058.5,119.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,289.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
644.0,4058.0,119.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,289.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
645.0,4057.5,120.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,290.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
646.0,4057.0,120.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,290.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
647.0,4056.5,121.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,291.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
648.0,4056.0,121.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,291.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
649.0,4055.5,122.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,292.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
650.0,4055.0,122.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,292.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
651.0,4054.5,122.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,292.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
652.0,4054.0,123.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,293.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
653.0,4053.5,123.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,293.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
654.0,4053.0,124.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,294.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
655.0,4052.5,124.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,294.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
656.0,4052.0,125.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,295.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
657.0,4051.5,125.65,2.2,144.0,0.0,0.0,0.0,0.0,Running,295.65,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
658.0,4051.0,126.1,2.2,144.0,0.0,0.0,0.0,0.0,Running,296.1,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
659.0,4050.5,126.55,2.2,144.0,0.0,0.0,0.0,0.0,Running,296.55,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
660.0,4050.0,127.0,2.2,144.0,0.0,0.0,0.0,0.0,Running,297.0,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
661.0,4049.5,127.45,2.2,144.0,0.0,0.0,0.0,0.0,Running,297.45,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
662.0,4049.0,127.9,2.2,144.0,0.0,0.0,0.0,0.0,Running,297.9,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
663.0,4048.5,128.35,2.2,144.0,0.0,0.0,0.0,0.0,Running,298.35,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
664.0,4048.0,128.8,2.2,144.0,0.0,0.0,0.0,0.0,Running,298.8,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
665.0,4047.5,129.25,2.2,144.0,0.0,0.0,0.0,0.0,Running,299.25,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
666.0,4047.0,129.7,2.2,144.0,0.0,0.0,0.0,0.0,Running,299.7,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
667.0,4046.5,130.15,2.2,144.0,0.0,0.0,0.0,0.0,Running,300.15,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
668.0,4046.0,130.6,2.2,144.0,0.0,0.0,0.0,0.0,Running,300.6,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
669.0,4045.5,131.05,2.2,144.0,0.0,0.0,0.0,0.0,Running,301.05,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
670.0,4045.0,131.5,2.2,144.0,0.0,0.0,0.0,0.0,Running,301.5,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
671.0,4044.5,131.95,2.2,144.0,0.0,0.0,0.0,0.0,Running,301.95,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
672.0,4044.0,132.4,2.2,144.0,0.0,0.0,0.0,0.0,Running,302.4,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
673.0,4043.5,132.85,2.2,144.0,0.0,0.0,0.0,0.0,Running,302.85,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
674.0,4043.0,133.3,2.2,144.0,0.0,0.0,0.0,0.0,Running,303.3,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
675.0,4042.5,133.75,2.2,144.0,0.0,0.0,0.0,0.0,Running,303.75,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
676.0,4042.0,134.2,2.2,144.0,0.0,0.0,0.0,0.0,Running,304.2,Suspended,146.2,Suspended,0.0,Suspended,0.0,Suspended,0.0,0,0
